,title,authors,isbn,publisher,categories,thumbnail
2438,Excession (Culture  #5),Iain M. Banks,1857233948,Orbit,English fiction,http://books.google.com/books/content?id=YqpyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2439,The Player of Games (Culture  #2),Iain M. Banks,0061053562,HarperPrism,Fiction,http://books.google.com/books/content?id=io0JAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2440,Feersum Endjinn,Iain M. Banks,0553374591,Spectra/Bantam Books (NYC),Fiction,http://books.google.com/books/content?id=-38GAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2441,Two Girls  Fat and Thin,Mary Gaitskill,0684843129,Simon  Schuster,Fiction,http://books.google.com/books/content?id=I5QU-nNmg1sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2442,Galileo's Daughter,Dava Sobel,1857027124,Fourth Estate Ltd,Astronomers,http://books.google.com/books/content?id=SEpCrFCkwscC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2443,Shop in the Name of Love (The Cheetah Girls #2),Deborah Gregory/Paul Mantell,0786813857,Jump at the Sun,Juvenile Fiction,http://books.google.com/books/content?id=FbXp9AcayKAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2444,E=mc2: A Biography of the World's Most Famous Equation,David Bodanis/Ralph L. Fowler,0802713521,Walker Books,Science,http://books.google.com/books/content?id=Y5FwQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2445,The Botany of Desire: A Plant's Eye View of the World,Michael Pollan,0747563004,Bloomsbury Publishing PLC,Social Science,http://books.google.com/books/content?id=7RjzwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2446,One More For The Road,Ray Bradbury,0743440749,Earthlight,"Fantasy fiction, American",http://books.google.com/books/content?id=JVB4PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2447,Female Chauvinist Pigs: Women and the Rise of Raunch Culture,Ariel Levy,0743284283,Free Press,Social Science,http://books.google.com/books/content?id=IubF3WamjDYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2448,Half of a Yellow Sun,Chimamanda Ngozi Adichie,1400044162,Knopf,Fiction,http://books.google.com/books/content?id=ubfggYDjbiEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2449,Beauty's Punishment (Sleeping Beauty  #2),A.N. Roquelaure/Anne Rice,0452281431,Penguin Books,Fiction,http://books.google.com/books/content?id=mJHgAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2450,Civilization and Its Discontents,Sigmund Freud/Louis Menand,0393059952,W. W. Norton  Company,History,http://books.google.com/books/content?id=AW3z38T3u7YC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2451,I  Claudius (Claudius  #1),Robert Graves,067972477X,Vintage,Fiction,http://books.google.com/books/content?id=cRzDTtqqPtMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2452,The Modern Mind: An Intellectual History of the 20th Century,Peter Watson,0060084383,Harper Perennial,Science,http://books.google.com/books/content?id=JVdMSavwwHoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2453,Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,Merlin Donald,0674644840,Harvard University Press,Medical,http://books.google.com/books/content?id=4Sk4vWkrUAgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2454,Beyond the Post-Modern Mind: The Place of Meaning in a Global Civilization,Huston Smith,0835608301,Quest Books,Philosophy,http://books.google.com/books/content?id=lKnLBQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2455,Sanctuary,William Faulkner,0679748148,Vintage,Fiction,http://books.google.com/books/content?id=BHCou3cBjQsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2456,The Portable Faulkner,William Faulkner/Malcolm Cowley,014243728X,Penguin Books,Literary Collections,http://books.google.com/books/content?id=EpkPuSZb7FsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2457,One Matchless Time: A Life of William Faulkner,Jay Parini,0060935553,Harper Perennial,Biography & Autobiography,http://books.google.com/books/content?id=oXpAlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2458,The Guermantes Way (In Search of Lost Time  #3),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,0375752331,The Modern Library New York,Fiction,http://books.google.com/books/content?id=IZixxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2459,Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/Christopher Prendergast/John Sturrock,0143039318,Penguin Classics,Fiction,http://books.google.com/books/content?id=QO2PngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2460,Finding Time Again (In Search of Lost Time #7),Marcel Proust/Ian Patterson/Christopher Prendergast,0141180366,Penguin,Fiction,http://books.google.com/books/content?id=heRcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2461,Dostoevsky,Richard Freeborn,1904341276,Haus Publishing,Biography & Autobiography,http://books.google.com/books/content?id=DxhhgrjR7cEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2462,Yellow Dog,Martin Amis,1400077273,Vintage,Fiction,http://books.google.com/books/content?id=n6YWT8inJEEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2463,Success,Martin Amis,0679734481,Vintage,Fiction,http://books.google.com/books/content?id=L2DpLn2lM5cC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2464,Dead Babies,Martin Amis,067973449X,Vintage,Fiction,http://books.google.com/books/content?id=fUrMtSgY5i8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2465,Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,0764544578,Cliffs Notes,Literary Criticism,http://books.google.com/books/content?id=hLbS_oMjsxIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2466,Orlando,Virginia Woolf,0141184272,Penguin Classics,Men,http://books.google.com/books/content?id=fGVgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2467,The Common Reader,Virginia Woolf/Andrew McNeillie,015602778X,Mariner Books,Literary Collections,http://books.google.com/books/content?id=g8JTvQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2468,Women and Writing,Virginia Woolf/Michèle Barrett,0156028069,A Harvest Book/Harcourt  Inc.,Literary Criticism,http://books.google.com/books/content?id=TfAZjjQKGsoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2469,Virginia Woolf,Hermione Lee,0375701362,Vintage,Biography & Autobiography,http://books.google.com/books/content?id=ZW4KVeQM6CoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2470,The Letters of Virginia Woolf: Volume Six  1936-1941,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,0156508877,Mariner Books,Biography & Autobiography,http://books.google.com/books/content?id=zJWYuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2471,On Being Ill,Virginia Woolf/Hermione Lee,1930464061,Paris Press,Literary Collections,http://books.google.com/books/content?id=eqRhQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2472,The Years,Virginia Woolf,0141185325,Penguin Classics,Fiction,http://books.google.com/books/content?id=0Djjz5VusG0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2473,Three Guineas,Virginia Woolf/Mark Hussey/Jane Marcus,0156031639,Mariner Books,Fiction,http://books.google.com/books/content?id=MVdivgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2474,The Little Red Lighthouse and the Great Gray Bridge,Hildegarde Hoyt Swift/Lynd Ward,0152045732,Houghton Mifflin Company,Juvenile Fiction,http://books.google.com/books/content?id=_bJOvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2475,The Eagle (The Lighthouse Family  #3),Cynthia Rylant/Preston McDaniels,068986311X,Beach Lane Books,Juvenile Fiction,http://books.google.com/books/content?id=cxC9XoIu7sQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2476,The Storm (The Lighthouse Family  #1),Cynthia Rylant/Preston McDaniels,068984882X,Beach Lane Books,Juvenile Fiction,http://books.google.com/books/content?id=u_ZPY9VBJA8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2477,The Poet  the Warrior  the Prophet,Rubem A. Alves,0334028965,SCM Press,Religion,http://books.google.com/books/content?id=VTZBPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2478,The Warrior Prophet (The Prince of Nothing  #2),R. Scott Bakker,1585677280,Overlook TP,Fiction,http://books.google.com/books/content?id=TvSaOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2479,The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad  #1-3),David Eddings,0345456327,Del Rey Books,Fantasy,http://books.google.com/books/content?id=gCvDmgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2480,The Forest House (Avalon  #2),Marion Zimmer Bradley/Diana L. Paxson,0451454243,Roc,Fiction,http://books.google.com/books/content?id=68RD0_Io7S0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2481,Book of Nightmares (Diadem  Worlds of Magic  #6),John Peel,0738706124,Llewellyn Publications,Fiction,http://books.google.com/books/content?id=qTM7fXd9C7MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2482,The Nightmare Room: The Nightmare Begins! (The Nightmare Room  #1-3),R.L. Stine,0060766743,HarperCollins,Juvenile Fiction,http://books.google.com/books/content?id=R_LRInz7X1QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2483,The Parallax View,Slavoj Žižek,0262240513,MIT Press (MA),Philosophy,http://books.google.com/books/content?id=PwJXmwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2484,Looking Awry: An Introduction to Jacques Lacan through Popular Culture,Slavoj Žižek,026274015X,MIT Press,Performing Arts,http://books.google.com/books/content?id=COT8nZsi6zYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2485,The Puppet and the Dwarf: The Perverse Core of Christianity,Slavoj Žižek,0262740257,The MIT Press,Philosophy,http://books.google.com/books/content?id=jf4IPcBVKdMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2486,Zizek: A Critical Introduction,Sarah   Kay,0745622089,Polity Press,Social Science,http://books.google.com/books/content?id=JJfIC6_Ws3QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2487,Conversations with Žižek,Slavoj Žižek/Glyn Daly,0745628974,Polity Press,Philosophy,http://books.google.com/books/content?id=ExMYKdVRjHIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2488,Marcovaldo,Italo Calvino/William Weaver,0156572044,Mariner Books,Fiction,http://books.google.com/books/content?id=mhsJJLrIHZYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2489,The Uses of Literature,Italo Calvino/Patrick Creagh,0156932504,Mariner Books,Literary Criticism,http://books.google.com/books/content?id=INlwzJp2fMMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2490,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,1580628362,Adams Media,Biography & Autobiography,http://books.google.com/books/content?id=kAdKZqFgAmYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2491,In the Beginning...Was the Command Line,Neal Stephenson,0380815931,William Morrow Paperbacks,Computers,http://books.google.com/books/content?id=iL9wBRPaTDEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2492,Confessions of an Ugly Stepsister,Gregory Maguire,0060987529,William Morrow Paperbacks,Fiction,http://books.google.com/books/content?id=R7lwacBA53QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2493,Jane Austen For Dummies,Joan Elizabeth Klingel Ray,0470008296,John Wiley,Biography & Autobiography,http://books.google.com/books/content?id=m8WTNQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2494,The Rediscovery of Man,Cordwainer Smith,1857988191,Gollancz,"Science fiction, American",http://books.google.com/books/content?id=FGV1GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2495,The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon/Edward Burns,0767900316,Broadway Books,Social Science,http://books.google.com/books/content?id=EzLBmu4m20EC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2496,El Libertador: Writings of Simón Bolívar,Simón Bolívar/Frederick H. Fornoff/David Bushnell,0195144813,Oxford University Press  USA,Literary Collections,http://books.google.com/books/content?id=JpagnzteVggC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2497,Morgoth's Ring (The History of Middle-Earth  #10),J.R.R. Tolkien/Christopher Tolkien,0395680921,Houghton Mifflin Harcourt,Fiction,http://books.google.com/books/content?id=hVbBPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2498,The War of the Jewels (The History of Middle-Earth  #11),J.R.R. Tolkien/Christopher Tolkien,0395710413,Houghton Mifflin Harcourt,Fiction,http://books.google.com/books/content?id=L6GlngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2499,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,0261102427,HarperCollins,Fantasy,http://books.google.com/books/content?id=22ePuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2500,The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,Donald  Lloyd,1593600259,Cold Spring Press,Fiction,http://books.google.com/books/content?id=shwBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2501,Hayao Miyazaki: Master of Japanese Animation,Helen McCarthy,1880656418,Stone Bridge Press,Art,http://books.google.com/books/content?id=4YPh2_D9q2EC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2502,The Honourable Schoolboy,John le Carré,0743457919,Scribner Book Company,Fiction,http://books.google.com/books/content?id=91LDldURV7IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2503,The Nicomachean Ethics,Aristotle/James Alexander Kerr Thomson/Jonathan Barnes/Hugh Tredennick,0140449493,Penguin Classics,Philosophy,http://books.google.com/books/content?id=iBoqmEvavawC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2504,Madame Bovary,Gustave Flaubert/Geoffrey Wall/Michèle Roberts,0140449124,Penguin Classics,Fiction,http://books.google.com/books/content?id=2XIoODQ-JSsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2505,The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle/Jonathan Barnes,0691099502,Bollingen/Princeton University Press (NJ),Philosophy,http://books.google.com/books/content?id=Z9FnyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2506,Politics,Aristotle,0486414248,Dover Publications,Political Science,http://books.google.com/books/content?id=9NMoAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2507,Aristotle's Ethics (SparkNotes Literature Guides),SparkNotes,158663822X,SparkNotes,Study Aids,http://books.google.com/books/content?id=NBPbiXwwsGQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2508,The Politics and The Constitution of Athens,Aristotle/Stephen Everson,0521484006,Cambridge University Press,History,http://books.google.com/books/content?id=zk7KoZp_S38C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2509,Middlemarch,George Eliot/Megan McDaniel/Lynne Sharon Schwartz/Lynn Sharon Schwartz,1593080239,Barnes  Noble Classics,Fiction,http://books.google.com/books/content?id=rTuCTr1pdc4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2510,The Complete Tales of Nikolai Gogol  Volume 1,Nikolai Gogol/Constance Garnett/Leonard J. Kent,0226300684,University of Chicago Press,Fiction,http://books.google.com/books/content?id=FRTtBFZiWUUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2511,Dead Souls,Nikolai Gogol/Richard Pevear/Larissa Volokhonsky,1400043190,Everyman's Library,Fiction,http://books.google.com/books/content?id=TQrXV-kwBuMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2512,Father to Son  (The Destroyer  #129),Warren Murphy/Richard Sapir/James Mullaney,0373632444,Gold Eagle,Fiction,http://books.google.com/books/content?id=kIPsPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2513,From Far Away,Robert Munsch/Michael Martchenko/Saoussan Askar,155037396X,Annick Press,Juvenile Fiction,http://books.google.com/books/content?id=PCdTKwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2514,Silos  Politics and Turf Wars: A Leadership Fable about Destroying the Barriers That Turn Colleagues Into Competitors,Patrick Lencioni,0787976385,Jossey-Bass,Business & Economics,http://books.google.com/books/content?id=P17HAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2515,Moral Politics: How Liberals and Conservatives Think,George Lakoff,0226467716,University Of Chicago Press,Language Arts & Disciplines,http://books.google.com/books/content?id=R-4YBCYx6YsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2516,The Portable Dante,Dante Alighieri/Mark Musa,0142437549,Penguin Books,Fiction,http://books.google.com/books/content?id=GlJo4h4KEPQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2517,The Divine Comedy  Vol. 3: Paradise,Dante Alighieri/Mark Musa,0140444432,Penguin Classics,Poetry,http://books.google.com/books/content?id=wMZdyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2518,The Divine Comedy  Vol. 2: Purgatory,Dante Alighieri/Mark Musa,0140444424,Penguin Classics,Poetry,http://books.google.com/books/content?id=PCLZxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2519,Vita Nuova,Dante Alighieri/Mark Musa,0253201624,Indiana University Press,Literary Criticism,http://books.google.com/books/content?id=SWf4r6lObPMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2520,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge/Stanley Appelbaum,0486272664,Dover Publications,Poetry,http://books.google.com/books/content?id=aA4mDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2521,Beowulf,Unknown/Burton Raffel,0451527402,Signet Classics,Fiction,http://books.google.com/books/content?id=CcMDLQSuecIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2522,Beowulf: A Dual-Language Edition,Unknown/Howell D. Chickering,1400096227,Anchor,Literary Criticism,http://books.google.com/books/content?id=Yh_UwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2523,Beowulf: A New Telling,Robert Nye,0440905605,Dell,Fiction,http://books.google.com/books/content?id=7FUkAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2524,Seamus Heaney,Helen Vendler,0674002059,Harvard University Press,Literary Criticism,http://books.google.com/books/content?id=Rvgrd6aQShAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2525,The Spirit Level: Poems,Seamus Heaney,0374525110,Farrar  Straus and Giroux,Poetry,http://books.google.com/books/content?id=_cOkdT2-to8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2526,Finders Keepers: Selected Prose  1971-2001,Seamus Heaney,0571210910,Faber and Faber,Englisch - Geschichte - Lyrik - Aufsatzsammlung,http://books.google.com/books/content?id=SixqPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2527,Tolkien: The Illustrated Encyclopaedia,David Day,0684839792,Touchstone,Fiction,http://books.google.com/books/content?id=Nzh93npJTe4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2528,Ten Days to Self-Esteem,David D. Burns,0688094554,William Morrow Paperbacks,Self-Help,http://books.google.com/books/content?id=vvPNyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2529,The Swords of Night and Day (The Drenai Saga  #11),David Gemmell,0552146781,Corgi,Drenai (Imaginary place),http://books.google.com/books/content?id=_lAbcRWV2N4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2530,Pippi Longstocking,Astrid Lindgren/Florence Lamborn/Louis S. Glanzman,0142402494,Puffin Books,Juvenile Fiction,http://books.google.com/books/content?id=STE5PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2531,Pippi Goes on Board,Astrid Lindgren/Florence Lamborn/Nancy Seligsohn,0140309594,Puffin Books,Juvenile Fiction,http://books.google.com/books/content?id=CbIFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2532,The Brothers Lionheart,Astrid Lindgren/Ilon Wikland/Jill M. Morgan,1930900244,Purple House Press,Juvenile Fiction,http://books.google.com/books/content?id=z2QJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2533,Christmas in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,0140503447,Puffin Books,Juvenile Fiction,http://books.google.com/books/content?id=blqrNAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2534,Beatrix Potter's Journal,Beatrix Potter,0723258058,Warne,"Novelists, English",http://books.google.com/books/content?id=1HRFwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2535,The World of Peter Rabbit (Original Peter Rabbit  Books 1-23),Beatrix Potter,0723257639,Warne,Juvenile Fiction,http://books.google.com/books/content?id=OY6YPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2536,Beatrix Potter: A Life in Nature,Linda Lear,0312369344,St. Martin's Press,Biography & Autobiography,http://books.google.com/books/content?id=T9uTxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2537,The Tale of the Flopsy Bunnies,Beatrix Potter,072324779X,Warne,Juvenile Nonfiction,http://books.google.com/books/content?id=D2uQtkxjD9UC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2538,The Epic of Gilgamesh,Anonymous/N.K. Sandars,0141026286,Penguin Books Limited,Fiction,http://books.google.com/books/content?id=GJ-gPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2539,The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,0865165467,Bolchazy-Carducci Publishers,Literary Criticism,http://books.google.com/books/content?id=cxjuHTH6I2sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2540,The Gilgamesh Epic and Old Testament Parallels,Alexander Heidel,0226323986,Phoenix Books/University of Chicago Press (IL),Religion,http://books.google.com/books/content?id=iRwMQVdZegAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2541,The Scarlet Letter and Other Writings,Nathaniel Hawthorne/Eugene Hudson Long/Seymour L. Gross/Richard C. Beatty/Sculley Bradley/Richmond Croom Beatty,0393956539,W. W. Norton & Company,Adultery,http://books.google.com/books/content?id=V5FsQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2542,The Adventures of Huckleberry Finn,Mark Twain/Scott McKowen/Arthur Pober,1402726007,Sterling,Juvenile Fiction,http://books.google.com/books/content?id=pi1gC_BNWtcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2543,Mark Twain's Adventures of Huckleberry Finn,Mark Twain/Richard P. Wasowski,0764587277,Hungry Minds,Fiction,http://books.google.com/books/content?id=d7DG3fAX7sAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2544,Mark Twain's Own Autobiography: The Chapters from the North American Review,Mark Twain/Michael J. Kiskis,0299125408,University of Wisconsin Press,"Authors, American",http://books.google.com/books/content?id=ZehUN4w4ZxwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2545,Candide and Other Stories (World's Classics),Voltaire/Roger Pearson,0192807269,Oxford University Press,Fiction,http://books.google.com/books/content?id=zxJGB-_Y3Y4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2546,Cliffs Notes on Voltaire's Candide,James K. Lowers/CliffsNotes/Voltaire,0822002833,Cliffs Notes,Literary Criticism,http://books.google.com/books/content?id=wCTjzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2547,Philosophical Dictionary,Voltaire/Theodore Besterman,014044257X,Penguin Classics,Literary Collections,http://books.google.com/books/content?id=a8BK7o9SFnIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2548,The Real Trial of Oscar Wilde,Merlin Holland,000715805X,Harper Perennial,Biography & Autobiography,http://books.google.com/books/content?id=QfNgQfTKcg0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2549,Complete Shorter Fiction,Oscar Wilde/Isobel Murray,0192833766,Oxford University Press,Fiction,http://books.google.com/books/content?id=__pdWkR_WXQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2550,The Unmasking of Oscar Wilde,Joseph Pearce,1586170260,Ignatius Press,Religion,http://books.google.com/books/content?id=v53UPwpmLhQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2551,The Christians and the Fall of Rome (Great Ideas),Edward Gibbon,0143036246,Penguin,History,http://books.google.com/books/content?id=DAeWAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2552,Vampires Don't Wear Polka Dots (The Adventures of the Bailey School Kids  #1),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,059043411X,Scholastic Paperbacks,Juvenile Fiction,http://books.google.com/books/content?id=QY6a-2MatiMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2553,Werewolves Don't Go to Summer Camp (The Adventures of the Bailey School Kids  #2),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,0590440616,Scholastic Paperbacks,Juvenile Fiction,http://books.google.com/books/content?id=amxxngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2554,My Perfect Life (Confessions of a Teenage Drama Queen  #2),Dyan Sheldon,076362828X,Candlewick Press,Juvenile Fiction,http://books.google.com/books/content?id=8x8PvhY-f-IC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2555,A Guide to the Words of My Perfect Teacher,Ngawang Pelzang/Padmakara Translation Group/Patrul Rinpoche/Alak Zenkar,1590300734,Shambhala,Religion,http://books.google.com/books/content?id=TWcmAS2h3YMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2556,All-American Girl (All-American Girl  #1),Meg Cabot,0064472779,HarperTrophy,Juvenile Fiction,http://books.google.com/books/content?id=Fktx5yUMHpMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2557,Ready or Not (All-American Girl  #2),Meg Cabot,0786282827,Thorndike Press,Large print books,http://books.google.com/books/content?id=28geAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2558,The Perfect Score (It's All About Attitude #5),Julie Kenner,0373792735,Harlequin,Fiction,http://books.google.com/books/content?id=OAxUYS3BruoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2559,It's Kind of a Funny Story,Ned Vizzini,0786851961,Disney-Hyperion,Juvenile Fiction,http://books.google.com/books/content?id=3VLhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2560,Be More Chill,Ned Vizzini,0786809965,Disney-Hyperion,Juvenile Fiction,http://books.google.com/books/content?id=Yqk9ezeiGvoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2561,Collected Prose: Autobiographical Writings  True Stories  Critical Essays  Prefaces  and Collaborations with Artists,Paul Auster,031242468X,Picador,Literary Collections,http://books.google.com/books/content?id=J0HhZE6jxRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2562,Hand to Mouth: A Chronicle of Early Failure,Paul Auster,0312422326,Picador,Biography & Autobiography,http://books.google.com/books/content?id=qQ2qYbMGnbwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2563,City of Glass: The Graphic Novel,Paul Karasik/David Mazzucchelli/Paul Auster/Art Spiegelman,0571226337,Faber & Faber,City and town life,http://books.google.com/books/content?id=gRq-QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
